,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
1216,0.0,0.20833333333333307,0.14705882352941174,-0.2857142857142859,0.0,-0.21428571428571427,1.0,0.0318181818181887,-0.10526315789473696,0.38888888888888873,-0.43749999999999967
1572,-0.28571428571428603,0.708333333333333,0.17647058823529413,0.0,-0.47619047619047616,1.5714285714285714,1.5952380952380953,-0.17272727272729566,0.10526315789473696,-0.6111111111111113,-0.43749999999999967
86,0.33333333333333304,-0.1250000000000001,0.05882352941176476,-0.4285714285714288,1.4761904761904767,0.5,2.357142857142857,0.22727272727270434,-2.0,7.388888888888892,-0.18749999999999936
1316,-1.1904761904761907,0.9166666666666666,-0.7647058823529412,-1.4285714285714286,-1.8095238095238102,0.21428571428571427,0.21428571428571427,-1.8727272727272957,3.684210526315789,-0.16666666666666688,1.4375000000000007
655,0.8571428571428568,0.1250000000000001,-0.2647058823529412,0.9999999999999993,0.3809523809523808,0.5,0.38095238095238093,1.6818181818181634,-0.894736842105263,-0.05555555555555562,-0.49999999999999944
794,1.0476190476190474,-1.0416666666666667,0.8235294117647061,0.14285714285714232,-0.6666666666666669,-0.42857142857142855,-0.2619047619047619,-0.6318181818181887,-0.7368421052631587,-0.5,1.4375000000000007
1227,0.5238095238095237,0.24999999999999978,-0.02941176470588238,-0.2857142857142859,1.1904761904761907,-0.35714285714285715,-0.38095238095238093,0.44999999999997475,-0.21052631578947392,0.5555555555555556,-0.37499999999999983
682,0.2857142857142856,-0.25,0.14705882352941174,0.07142857142857116,-0.04761904761904768,1.3571428571428572,0.5,0.5909090909090817,0.10526315789473696,-0.44444444444444436,-0.24999999999999917
444,-1.2380952380952386,0.20833333333333307,-0.7352941176470589,-0.7142857142857144,-1.1904761904761911,-0.5714285714285714,-0.23809523809523808,-1.5000000000000504,1.3684210526315783,1.2222222222222225,1.4375000000000007
1385,0.04761904761904746,1.2083333333333335,-0.02941176470588238,1.7142857142857135,-0.14285714285714304,1.5,1.1428571428571428,-0.009090909090918267,-0.6315789473684218,-1.1111111111111116,-0.6250000000000001
664,2.0,-0.5,0.7647058823529412,-0.2857142857142859,0.6190476190476192,0.14285714285714285,0.40476190476190477,1.5,-1.4736842105263175,0.2222222222222225,0.0
943,0.9047619047619051,-0.08333333333333341,0.2352941176470589,0.14285714285714232,0.7142857142857145,-0.21428571428571427,0.19047619047619047,0.8818181818181635,-0.3684210526315782,-0.11111111111111124,-0.31250000000000006
1113,0.4761904761904763,-1.1666666666666667,0.3823529411764706,-0.8571428571428571,-0.23809523809523842,-0.7142857142857143,-0.6428571428571429,0.12727272727270433,-1.0,-0.16666666666666688,-0.43749999999999967
880,0.6190476190476186,0.16666666666666682,-0.2352941176470589,-0.8571428571428571,-0.04761904761904768,-0.21428571428571427,-0.38095238095238093,-0.4272727272727548,-0.8421052631578957,-0.7222222222222225,-0.18749999999999936
108,0.04761904761904746,-0.7916666666666667,0.7941176470588237,0.4285714285714282,0.5714285714285715,0.35714285714285715,1.0238095238095237,0.4090909090909183,0.3157894736842109,1.0000000000000007,-0.37499999999999983
1158,-0.5714285714285716,-0.45833333333333354,0.5,0.8571428571428564,-0.14285714285714304,0.6428571428571429,0.40476190476190477,-0.4454545454545409,0.5789473684210521,3.0000000000000004,0.2500000000000003
1369,-0.6190476190476195,0.3749999999999999,-0.7647058823529412,-0.8571428571428571,-0.47619047619047616,-0.6428571428571429,-0.6904761904761905,-1.2454545454545913,0.10526315789473696,-1.3888888888888893,0.1250000000000007
288,0.3809523809523805,0.0,-0.5000000000000001,0.4285714285714282,0.5714285714285715,0.5,0.2857142857142857,0.4090909090909183,0.15789473684210428,1.3333333333333337,0.2500000000000003
654,0.33333333333333304,-0.20833333333333354,0.6176470588235293,0.28571428571428525,-0.23809523809523842,-0.42857142857142855,-0.19047619047619047,0.5454545454545409,-1.210526315789474,-0.8888888888888891,-0.43749999999999967
38,-1.047619047619048,2.541666666666666,-0.5000000000000001,-1.0,4.42857142857143,-0.42857142857142855,-0.42857142857142855,-1.2272727272727548,1.0,-0.7777777777777781,-0.24999999999999917
962,-0.6190476190476195,0.20833333333333307,-0.7058823529411766,-0.14285714285714296,1.7142857142857153,-0.5,-0.5,-0.07272727272729566,0.3684210526315782,0.38888888888888873,-0.43749999999999967
1036,-0.1428571428571432,-0.8750000000000001,0.2352941176470589,0.4285714285714282,0.14285714285714304,0.9285714285714286,-0.047619047619047616,-1.4272727272727548,-0.47368421052631515,-0.16666666666666688,1.4375000000000007
1565,-0.5714285714285716,0.6250000000000001,-0.7058823529411766,-0.4285714285714288,-0.8571428571428577,0.9285714285714286,0.11904761904761904,-0.8227272727272704,0.42105263157894784,1.1111111111111112,0.4375000000000008
1411,-0.7142857142857144,-0.20833333333333354,0.41176470588235303,0.28571428571428525,-0.38095238095238143,-0.35714285714285715,-0.42857142857142855,-0.18181818181821394,1.3157894736842108,0.6111111111111113,0.2500000000000003
1128,1.0,-0.3750000000000001,0.20588235294117652,0.7142857142857141,0.7619047619047622,1.0714285714285714,1.2380952380952381,0.7727272727272452,-0.47368421052631515,0.33333333333333376,-0.12499999999999958
882,0.23809523809523814,-0.8750000000000001,0.08823529411764698,1.2857142857142854,5.476190476190479,0.07142857142857142,-0.2619047619047619,-0.6090909090909182,-0.47368421052631515,0.8888888888888894,1.1250000000000007
318,0.9047619047619051,0.5833333333333334,0.3823529411764706,1.4285714285714282,0.19047619047619072,0.5714285714285714,0.5238095238095238,1.0,0.3157894736842109,0.5,0.8125000000000007
1511,-0.3809523809523814,0.708333333333333,-0.6470588235294118,-0.14285714285714296,-0.5238095238095238,0.42857142857142855,-0.23809523809523808,0.19090909090908173,0.6842105263157892,0.2777777777777781,-0.24999999999999917
1081,0.0,-0.9166666666666669,1.235294117647059,8.714285714285714,-1.3809523809523814,1.75,6.0,-1.6090909090909182,-1.5789473684210544,-0.6111111111111113,1.312500000000001
1488,-1.0952380952380958,0.08333333333333341,-0.6470588235294118,-0.7142857142857144,-1.428571428571429,-0.5714285714285714,-0.5714285714285714,-1.136363636363673,2.1578947368421066,-0.2222222222222225,0.7500000000000009
919,0.23809523809523814,0.4166666666666666,-0.41176470588235303,-0.5714285714285715,-0.33333333333333376,1.7857142857142858,0.21428571428571427,-0.7545454545454592,0.3684210526315782,1.5000000000000007,1.000000000000001
328,2.6190476190476195,-1.0416666666666667,1.0588235294117647,0.5714285714285712,0.14285714285714304,-0.5,-0.38095238095238093,1.5909090909090817,-0.7894736842105261,0.2777777777777781,-0.31250000000000006
754,-0.04761904761904788,-0.16666666666666682,1.235294117647059,-0.7142857142857144,16.000000000000004,0.07142857142857142,-0.11904761904761904,-0.0636363636363774,-1.1578947368421066,2.4444444444444455,-0.6874999999999999
210,0.8571428571428568,0.041666666666666706,1.0,-0.2857142857142859,-1.9047619047619055,-0.5714285714285714,-0.42857142857142855,-0.38636363636364784,-0.05263157894736965,1.3333333333333337,1.3750000000000009
852,0.04761904761904746,-0.4166666666666668,0.17647058823529413,0.4285714285714282,0.04761904761904768,0.9285714285714286,2.0238095238095237,0.5954545454545156,-0.47368421052631515,2.5000000000000013,-0.31250000000000006
376,1.7142857142857144,-0.2916666666666667,0.7058823529411765,1.1428571428571423,-0.04761904761904768,0.42857142857142855,0.23809523809523808,1.6363636363636227,-0.2631578947368436,2.7222222222222237,0.5000000000000006
339,2.1904761904761907,-1.0,0.8235294117647061,0.14285714285714232,0.14285714285714304,-0.07142857142857142,-0.19047619047619047,1.3636363636363773,-1.0526315789473697,4.111111111111113,-0.24999999999999917
1355,-0.8571428571428577,-0.8333333333333334,-0.02941176470588238,-0.5714285714285715,0.3333333333333331,-0.5714285714285714,-0.11904761904761904,-0.936363636363673,0.26315789473684126,-1.0000000000000002,-0.06249999999999979
1079,0.0,-0.9166666666666669,1.235294117647059,8.714285714285714,-1.3809523809523814,1.75,5.738095238095238,-1.6090909090909182,-1.5789473684210544,-0.6111111111111113,1.312500000000001
568,0.9047619047619051,-0.08333333333333341,0.6764705882352942,0.5714285714285712,8.142857142857146,-0.5714285714285714,-0.40476190476190477,1.045454545454541,0.0,0.944444444444445,0.31250000000000006
1195,-0.8095238095238098,-0.3750000000000001,-0.11764705882352945,-0.5714285714285715,-0.04761904761904768,0.5714285714285714,0.4523809523809524,-0.1681818181818113,1.105263157894737,-0.11111111111111124,-0.43749999999999967
1451,-0.04761904761904788,-0.8333333333333334,0.5294117647058824,0.7142857142857141,1.1904761904761907,-0.35714285714285715,-0.47619047619047616,0.2818181818181635,0.10526315789473696,0.8888888888888894,0.5000000000000006
1167,0.14285714285714238,-0.7916666666666667,0.3823529411764706,0.4285714285714282,-0.23809523809523842,1.1428571428571428,0.2619047619047619,-0.6454545454545408,0.052631578947367315,1.444444444444445,1.3750000000000009
58,-0.04761904761904788,0.29166666666666646,-0.2352941176470589,0.14285714285714232,-0.14285714285714304,0.2857142857142857,0.40476190476190477,0.3636363636363774,0.6315789473684218,-0.16666666666666688,-0.12499999999999958
700,1.2857142857142856,2.0833333333333335,0.5,0.9999999999999993,-0.14285714285714304,0.9285714285714286,1.2142857142857142,0.7727272727272452,-1.210526315789474,-0.2777777777777781,-0.06249999999999979
247,0.14285714285714238,0.3333333333333332,-0.2647058823529412,0.14285714285714232,-0.33333333333333376,-0.14285714285714285,0.8571428571428571,-0.18181818181821394,-0.5789473684210521,-0.9444444444444446,-0.5624999999999992
1408,0.09523809523809491,-0.9583333333333335,0.2941176470588235,0.0,-1.4761904761904767,1.5714285714285714,0.38095238095238093,-0.7727272727272957,-0.21052631578947392,2.1666666666666674,1.3750000000000009
1136,1.1904761904761907,0.0,0.5588235294117647,-0.2857142857142859,0.04761904761904768,-0.5,-0.5714285714285714,0.4727272727272452,-0.47368421052631515,0.7777777777777781,0.7500000000000009
1045,-0.4761904761904763,-0.3333333333333334,-0.7647058823529412,-1.142857142857143,-0.4285714285714285,1.3571428571428572,0.023809523809523808,-1.0545454545454591,0.052631578947367315,-0.2222222222222225,0.7500000000000009
190,0.14285714285714238,-0.08333333333333341,0.2647058823529411,0.9999999999999993,-0.09523809523809536,0.5714285714285714,2.142857142857143,0.4090909090909183,-0.42105263157894784,0.0,-0.49999999999999944
423,1.2380952380952381,-1.1666666666666667,0.6176470588235293,-0.14285714285714296,-0.6190476190476192,-0.5,-0.30952380952380953,0.5,-0.8421052631578957,1.5555555555555562,0.5000000000000006
1132,-0.23809523809523814,-0.6666666666666669,0.2352941176470589,-0.5714285714285715,-0.19047619047619072,0.35714285714285715,0.023809523809523808,-1.5454545454545914,0.3684210526315782,1.444444444444445,2.125000000000001
925,0.33333333333333304,-1.2500000000000002,0.2941176470588235,-0.4285714285714288,-0.7142857142857145,2.857142857142857,0.9523809523809523,-0.3,0.8421052631578957,1.3888888888888893,0.5000000000000006
752,-0.1428571428571432,0.08333333333333341,-0.3823529411764706,0.4285714285714282,0.8571428571428577,0.7857142857142857,0.6904761904761905,0.5227272727272705,0.42105263157894784,-0.05555555555555562,-0.49999999999999944
1283,0.3809523809523805,0.4583333333333333,0.05882352941176476,0.7142857142857141,0.80952380952381,0.2857142857142857,0.7619047619047619,0.29090909090908174,-0.2631578947368436,0.05555555555555562,0.0
41,0.4285714285714288,0.3749999999999999,0.11764705882352937,0.8571428571428564,0.4285714285714285,0.2857142857142857,0.21428571428571427,0.4090909090909183,-0.2631578947368436,-0.6111111111111113,-0.5624999999999992
1027,-0.7142857142857144,1.1458333333333335,-0.7647058823529412,0.0,-0.6666666666666669,1.0714285714285714,0.35714285714285715,-1.3272727272727547,0.9473684210526326,-0.5555555555555556,0.8750000000000004
135,0.23809523809523814,0.9374999999999999,-0.4411764705882354,-0.4285714285714288,0.5238095238095238,0.21428571428571427,0.6190476190476191,-0.09090909090908174,-0.6315789473684218,1.1111111111111112,-0.37499999999999983
1304,-0.1428571428571432,1.1250000000000002,-0.14705882352941183,0.14285714285714232,0.3809523809523808,0.5714285714285714,0.7380952380952381,-0.5454545454545409,-1.0,-1.0000000000000002,-0.6250000000000001
1312,0.04761904761904746,2.7499999999999996,-0.14705882352941183,-0.4285714285714288,0.19047619047619072,0.07142857142857142,0.09523809523809523,-0.6272727272727548,0.15789473684210428,-0.8333333333333337,0.1875000000000005
128,0.04761904761904746,0.29166666666666646,-0.2941176470588236,-0.5714285714285715,-0.6666666666666669,-0.7142857142857143,-0.5,-0.2272727272727548,0.5789473684210521,1.6666666666666674,0.1875000000000005
1044,-0.7142857142857144,-0.5416666666666667,0.20588235294117652,1.5714285714285705,-1.5714285714285723,-0.07142857142857142,0.38095238095238093,-1.7090909090909183,0.26315789473684126,0.0,1.2500000000000002
1574,-1.0952380952380958,-0.8750000000000001,1.5294117647058825,16.714285714285708,-0.23809523809523842,0.7142857142857143,1.3095238095238095,0.0318181818181887,0.42105263157894784,-0.7777777777777781,0.1875000000000005
104,-0.3333333333333335,-0.1250000000000001,-0.05882352941176476,0.0,-0.4285714285714285,-0.5714285714285714,-0.023809523809523808,-0.31818181818183655,0.10526315789473696,-0.7777777777777781,-0.49999999999999944
1110,0.1904761904761907,0.041666666666666706,-0.7647058823529412,-1.142857142857143,-0.4285714285714285,-0.5,-0.5476190476190477,-0.35000000000002524,-0.3157894736842109,0.11111111111111124,-0.12499999999999958
1547,-0.7619047619047623,0.3333333333333332,-0.4705882352941177,-0.8571428571428571,-1.4761904761904767,-0.07142857142857142,-0.2619047619047619,-1.6545454545454592,1.2631578947368411,-0.6111111111111113,1.1875000000000004
1144,-0.28571428571428603,-0.8333333333333334,-0.08823529411764706,0.14285714285714232,-0.6190476190476192,1.5714285714285714,0.7857142857142857,-0.37272727272729567,0.6315789473684218,0.0,-0.06249999999999979
1131,-0.9523809523809526,-1.3750000000000002,-0.14705882352941183,-0.7142857142857144,-1.61904761904762,3.142857142857143,2.3333333333333335,-1.495454545454566,0.052631578947367315,-1.0000000000000002,-0.43749999999999967
1587,-1.0000000000000004,0.3749999999999999,-0.4411764705882354,-0.5714285714285715,-0.6190476190476192,0.35714285714285715,-0.21428571428571427,-0.8500000000000252,1.2631578947368411,0.2222222222222225,0.4375000000000008
768,-0.3809523809523814,0.29166666666666646,-0.7058823529411766,0.14285714285714232,0.14285714285714304,0.7857142857142857,1.3571428571428572,0.3363636363636226,1.2631578947368411,-0.5,-0.31250000000000006
1486,-0.5238095238095242,0.6666666666666669,-0.14705882352941183,-0.14285714285714296,-0.4285714285714285,-0.2857142857142857,-0.3333333333333333,-0.5636363636363774,0.3684210526315782,-0.11111111111111124,0.0625000000000009
738,0.5238095238095237,-0.25,-0.08823529411764706,0.8571428571428564,0.6190476190476192,1.0714285714285714,1.5952380952380953,0.7272727272727043,-1.105263157894737,-0.33333333333333315,-0.6250000000000001
1273,-0.1904761904761907,0.24999999999999978,-0.17647058823529413,-0.2857142857142859,-0.2857142857142861,1.5,0.16666666666666666,-0.8,-1.105263157894737,-1.055555555555556,-0.5624999999999992
81,-0.04761904761904788,-0.3750000000000001,1.2941176470588236,-0.4285714285714288,18.333333333333343,0.6428571428571429,0.7142857142857143,0.3181818181817861,-0.9473684210526326,3.6666666666666683,-0.49999999999999944
1194,-0.4285714285714288,0.9374999999999999,-0.41176470588235303,-0.5714285714285715,1.6666666666666676,0.14285714285714285,0.6428571428571429,-0.37272727272729567,-0.47368421052631515,-0.16666666666666688,-0.43749999999999967
1041,-0.4761904761904763,-0.1250000000000001,-0.20588235294117652,-0.7142857142857144,0.0,0.0,-0.2619047619047619,-0.5590909090909435,0.3684210526315782,0.11111111111111124,-0.24999999999999917
268,-0.4761904761904763,0.08333333333333341,-0.6470588235294118,1.1428571428571423,-0.09523809523809536,-0.42857142857142855,-0.23809523809523808,0.9090909090909183,2.0,1.6111111111111118,-0.49999999999999944
1170,0.6190476190476186,-0.6666666666666669,0.2352941176470589,-0.8571428571428571,-0.80952380952381,-0.5714285714285714,-0.5952380952380952,-0.013636363636402632,-0.5789473684210521,0.2777777777777781,0.1875000000000005
1530,-0.6190476190476195,-0.3333333333333334,-0.5000000000000001,0.0,-0.7619047619047622,-0.2857142857142857,-0.4523809523809524,-1.0272727272727549,0.5789473684210521,0.38888888888888873,0.687500000000001
1388,-0.6190476190476195,0.5,0.14705882352941174,5.571428571428569,0.19047619047619072,-0.42857142857142855,0.2857142857142857,0.21818181818178606,0.21052631578947392,0.33333333333333376,0.0625000000000009
143,-0.7619047619047623,-0.5416666666666667,-0.5294117647058824,-0.7142857142857144,-0.6190476190476192,-0.7142857142857143,-0.40476190476190477,-0.5909090909091322,0.15789473684210428,-0.2222222222222225,-0.49999999999999944
849,-0.7142857142857144,0.4583333333333333,-0.14705882352941183,-0.8571428571428571,0.04761904761904768,-0.07142857142857142,-0.11904761904761904,0.08636363636364783,1.4210526315789478,0.2222222222222225,-0.24999999999999917
688,-0.09523809523809534,0.5833333333333334,-0.6470588235294118,-0.8571428571428571,-1.9047619047619055,-0.6428571428571429,-0.6666666666666666,-0.2272727272727548,0.47368421052631515,-0.8333333333333337,-0.49999999999999944
583,1.9523809523809526,-1.0,0.6764705882352942,-0.4285714285714288,-0.23809523809523842,-0.21428571428571427,-0.38095238095238093,0.4090909090909183,-1.7368421052631589,0.2222222222222225,-0.18749999999999936
845,-0.7142857142857144,0.5,-0.14705882352941183,-0.5714285714285715,0.09523809523809536,0.07142857142857142,-0.14285714285714285,0.08636363636364783,1.4736842105263153,0.2222222222222225,-0.24999999999999917
992,-0.666666666666667,-0.5,-0.4705882352941177,-0.2857142857142859,-0.14285714285714304,1.2142857142857142,0.23809523809523808,-0.5272727272727548,0.26315789473684126,-0.7777777777777781,-0.49999999999999944
113,1.0476190476190474,-0.8750000000000001,0.5294117647058824,0.14285714285714232,0.04761904761904768,0.6428571428571429,0.21428571428571427,0.9545454545454591,0.052631578947367315,0.2777777777777781,-0.31250000000000006
55,-0.09523809523809534,0.4166666666666666,-0.6470588235294118,2.2857142857142847,0.23809523809523842,0.8571428571428571,0.19047619047619047,0.5,0.15789473684210428,-0.5,-0.43749999999999967
1536,-0.8571428571428577,0.041666666666666706,-0.5294117647058824,-0.4285714285714288,-0.09523809523809536,0.7857142857142857,0.19047619047619047,-0.6454545454545408,1.5263157894736847,0.33333333333333376,0.0625000000000009
334,0.0,0.5416666666666667,-0.7352941176470589,0.4285714285714282,-0.04761904761904768,0.2857142857142857,0.023809523809523808,-0.18181818181821394,0.15789473684210428,0.6666666666666669,0.9375000000000002
812,1.3809523809523814,-0.2916666666666667,0.20588235294117652,0.4285714285714282,0.952380952380953,0.5,0.023809523809523808,0.6727272727272452,-0.3684210526315782,0.5,0.375000000000001
475,0.8095238095238093,0.6666666666666669,-0.05882352941176476,0.0,0.3809523809523808,-0.5714285714285714,-0.21428571428571427,0.9545454545454591,-0.894736842105263,-0.11111111111111124,0.0
927,0.23809523809523814,0.6250000000000001,-0.20588235294117652,0.0,0.6666666666666669,-0.14285714285714285,0.9047619047619048,0.3,-0.5789473684210521,-0.16666666666666688,-0.6250000000000001
1328,-0.666666666666667,0.0,-0.4411764705882354,-0.5714285714285715,-0.2857142857142861,0.0,0.023809523809523808,-0.5454545454545409,0.15789473684210428,-0.5555555555555556,-0.5624999999999992
617,1.7142857142857144,-0.8750000000000001,0.7352941176470589,0.0,0.0,0.07142857142857142,-0.21428571428571427,0.6818181818181634,-1.4736842105263175,1.7222222222222232,-0.24999999999999917
715,-0.3333333333333335,-0.1250000000000001,-0.2352941176470589,0.7142857142857141,-0.47619047619047616,0.0,-0.07142857142857142,0.0,-0.10526315789473696,-0.7777777777777781,-0.6250000000000001
735,-0.09523809523809534,1.8541666666666665,-0.4705882352941177,-0.14285714285714296,1.5714285714285723,-0.14285714285714285,-0.35714285714285715,-0.18181818181821394,-0.2631578947368436,-0.6666666666666669,-0.43749999999999967
1176,-0.666666666666667,1.5,-0.6764705882352942,4.857142857142855,0.0,0.7142857142857143,0.23809523809523808,-0.4454545454545409,1.4210526315789478,-0.6666666666666669,0.6250000000000001
272,1.4285714285714288,-0.6250000000000001,0.9411764705882353,2.5714285714285707,-0.38095238095238143,0.2857142857142857,0.6666666666666666,1.204545454545434,-0.47368421052631515,0.8888888888888894,-0.06249999999999979
1345,0.14285714285714238,-0.3333333333333334,-0.05882352941176476,0.14285714285714232,-0.7619047619047622,-0.21428571428571427,-0.21428571428571427,-0.2590909090909435,-0.3157894736842109,-0.5,0.0
1054,0.14285714285714238,0.5,0.02941176470588238,-0.2857142857142859,0.7619047619047622,-0.5714285714285714,0.9523809523809523,0.3499999999999748,-0.9473684210526326,0.0,-0.6874999999999999
1286,-0.3809523809523814,-1.5,0.5294117647058824,0.4285714285714282,-0.5238095238095238,0.2857142857142857,-0.14285714285714285,-1.5545454545454591,0.21052631578947392,-0.44444444444444436,1.3750000000000009
714,0.9523809523809526,0.9166666666666666,0.05882352941176476,0.5714285714285712,-0.04761904761904768,0.5714285714285714,0.9523809523809523,0.5909090909090817,-0.15789473684210661,-0.6111111111111113,-0.24999999999999917
1585,-0.3333333333333335,-0.5416666666666667,0.5294117647058824,0.5714285714285712,-0.6190476190476192,0.6428571428571429,0.2619047619047619,-0.8,-0.05263157894736965,1.2222222222222225,0.8125000000000007
1568,-0.4285714285714288,0.16666666666666682,-0.3823529411764706,-0.8571428571428571,-0.09523809523809536,0.8571428571428571,0.11904761904761904,-0.18636363636364783,0.15789473684210428,-0.16666666666666688,-0.6250000000000001
761,0.666666666666667,0.5625000000000001,0.0,-0.2857142857142859,0.80952380952381,-0.5714285714285714,-0.047619047619047616,0.30909090909091824,-0.3157894736842109,-1.1111111111111116,-0.37499999999999983
870,-0.09523809523809534,0.8124999999999998,-0.7352941176470589,-0.14285714285714296,-0.7142857142857145,1.2857142857142858,0.14285714285714285,-1.3590909090909435,0.5263157894736848,-0.2777777777777781,1.000000000000001
1467,-0.5714285714285716,2.166666666666667,-0.5294117647058824,0.14285714285714232,-0.5714285714285715,0.42857142857142855,-0.11904761904761904,-0.1,1.105263157894737,-0.2777777777777781,0.5000000000000006
776,-0.4761904761904763,1.0208333333333333,-0.2352941176470589,0.28571428571428525,7.809523809523812,-0.5357142857142857,0.2619047619047619,-0.2636363636363774,0.47368421052631515,-0.11111111111111124,0.0625000000000009
1429,0.0,-1.4166666666666667,0.41176470588235303,0.0,-1.428571428571429,1.7857142857142858,0.7142857142857143,-0.31818181818183655,0.10526315789473696,1.7222222222222232,0.687500000000001
1024,-0.09523809523809534,0.24999999999999978,-0.7352941176470589,-0.5714285714285715,0.4285714285714285,-0.07142857142857142,-0.4523809523809524,-0.4636363636363774,0.052631578947367315,-0.33333333333333315,0.1875000000000005
47,0.3809523809523805,-0.9583333333333335,0.7647058823529412,-0.8571428571428571,1.61904761904762,-0.07142857142857142,0.0,0.09090909090908174,-0.3157894736842109,-0.2222222222222225,-0.43749999999999967
1454,1.8095238095238093,-0.2916666666666667,1.0882352941176472,0.0,-0.2857142857142861,-0.42857142857142855,-0.3333333333333333,1.3818181818181634,-0.5263157894736848,0.38888888888888873,0.4375000000000008
1314,-0.4285714285714288,-0.6666666666666669,-0.14705882352941183,0.28571428571428525,0.3333333333333331,0.7857142857142857,0.7619047619047619,-0.5181818181818365,0.47368421052631515,-0.5,-0.06249999999999979
213,0.14285714285714238,0.20833333333333307,0.0,0.0,-0.9047619047619053,1.0714285714285714,0.6666666666666666,-0.3636363636363774,-0.05263157894736965,-1.055555555555556,-0.06249999999999979
474,1.2380952380952381,-1.0,0.7352941176470589,-0.7142857142857144,0.04761904761904768,-0.21428571428571427,-0.30952380952380953,0.6818181818181634,-0.5789473684210521,1.5000000000000007,-0.49999999999999944
340,2.0476190476190474,-0.75,0.7058823529411765,0.28571428571428525,-0.6190476190476192,-0.21428571428571427,-0.38095238095238093,1.5,-1.0,3.111111111111112,-0.6250000000000001
346,-0.6190476190476195,1.2291666666666665,-0.7058823529411766,0.7142857142857141,-0.33333333333333376,0.2857142857142857,-0.07142857142857142,-0.5454545454545409,1.4210526315789478,1.5000000000000007,1.312500000000001
537,0.09523809523809491,1.270833333333333,-0.05882352941176476,-0.14285714285714296,0.23809523809523842,-0.5714285714285714,-0.5714285714285714,0.22727272727270434,0.3157894736842109,0.8333333333333337,0.31250000000000006
1434,1.095238095238095,0.08333333333333341,0.3235294117647059,18.85714285714285,6.4285714285714315,3.0,1.380952380952381,3.1772727272727295,-0.6842105263157892,0.8333333333333337,-0.7499999999999997
484,1.2857142857142856,-0.3333333333333334,1.235294117647059,2.7142857142857126,1.6666666666666676,-0.5,-0.30952380952380953,0.1363636363636226,-1.3157894736842108,0.2222222222222225,2.0000000000000013
468,1.666666666666667,-0.6666666666666669,1.2647058823529411,-0.14285714285714296,0.5238095238095238,-0.5,-0.38095238095238093,1.5,-0.7368421052631587,0.0,-0.6250000000000001
1593,-0.5238095238095242,0.4166666666666666,-0.5294117647058824,-0.4285714285714288,-0.5238095238095238,1.0714285714285714,0.023809523809523808,-0.08636363636364783,0.5789473684210521,1.1111111111111112,-0.43749999999999967
542,0.666666666666667,0.8124999999999998,-0.05882352941176476,-0.14285714285714296,-0.4285714285714285,-0.5714285714285714,-0.40476190476190477,-0.04545454545454087,-1.0,-0.16666666666666688,-0.18749999999999936
764,0.5714285714285712,0.6666666666666669,-0.4411764705882354,0.8571428571428564,0.6666666666666669,-0.14285714285714285,0.16666666666666666,0.9909090909090817,0.0,-0.38888888888888873,-0.43749999999999967
